country,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,geometry,normalized_light_intensity
The Philippines,47080,34294,13,393,"POLYGON ((120.992431640625 14.5357326270088, 120.997924804688 14.5357326270088, 120.997924804688 14.5304152280074, 120.992431640625 14.5304152280074, 120.992431640625 14.5357326270088))",0.4709536655074174
The Philippines,42541,30533,9,213,"POLYGON ((120.986938476562 14.5304152280074, 120.992431640625 14.5304152280074, 120.992431640625 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5304152280074))",0.4040701977434204
The Philippines,42541,30533,9,213,"POLYGON ((120.986938476562 14.5304152280074, 120.992431640625 14.5304152280074, 120.992431640625 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5304152280074))",0.594829384831418
The Philippines,22570,22468,11,52,"POLYGON ((120.9814453125 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5250977010989))",0.5189918848855203
The Philippines,22570,22468,11,52,"POLYGON ((120.9814453125 14.5250977010989, 120.986938476562 14.5250977010989, 120.986938476562 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5250977010989))",0.387541579654538
The Philippines,71436,66830,11,94,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.6013189349970707
The Philippines,71436,66830,11,94,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.6528065191704501
The Philippines,71436,66830,11,94,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.6276750229754192
The Philippines,71436,66830,11,94,"POLYGON ((120.986938476562 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5250977010989))",0.7860700208429585
The Philippines,62791,48118,10,959,"POLYGON ((120.992431640625 14.5304152280074, 120.997924804688 14.5304152280074, 120.997924804688 14.5250977010989, 120.992431640625 14.5250977010989, 120.992431640625 14.5304152280074))",0.3419788347586546
The Philippines,78547,74876,8,671,"POLYGON ((120.992431640625 14.5250977010989, 120.997924804688 14.5250977010989, 120.997924804688 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5250977010989))",0.4522497155331813
The Philippines,78547,74876,8,671,"POLYGON ((120.992431640625 14.5250977010989, 120.997924804688 14.5250977010989, 120.997924804688 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5250977010989))",0.507900536660956
The Philippines,40295,35024,14,94,"POLYGON ((120.997924804688 14.5250977010989, 121.00341796875 14.5250977010989, 121.00341796875 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5250977010989))",0.332090276500749
The Philippines,40295,35024,14,94,"POLYGON ((120.997924804688 14.5250977010989, 121.00341796875 14.5250977010989, 121.00341796875 14.5197800463261, 120.997924804688 14.5197800463261, 120.997924804688 14.5250977010989))",0.3211032484984269
The Philippines,37701,28726,6,2,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.3040753027755727
The Philippines,37701,28726,6,2,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.3416980246965919
The Philippines,37701,28726,6,2,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.3404437737862592
The Philippines,37701,28726,6,2,"POLYGON ((121.00341796875 14.5250977010989, 121.008911132812 14.5250977010989, 121.008911132812 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5250977010989))",0.341815440436094
The Philippines,81326,91387,7,294,"POLYGON ((121.008911132812 14.5250977010989, 121.014404296875 14.5250977010989, 121.014404296875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5250977010989))",0.4080644192909399
The Philippines,81326,91387,7,294,"POLYGON ((121.008911132812 14.5250977010989, 121.014404296875 14.5250977010989, 121.014404296875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5250977010989))",0.3418697812837757
The Philippines,42313,27892,16,836,"POLYGON ((121.014404296875 14.5250977010989, 121.019897460938 14.5250977010989, 121.019897460938 14.5197800463261, 121.014404296875 14.5197800463261, 121.014404296875 14.5250977010989))",0.4393172319139531
The Philippines,58952,46768,15,2119,"POLYGON ((121.058349609375 14.5888995727386, 121.063842773438 14.5888995727386, 121.063842773438 14.5835834551565, 121.058349609375 14.5835834551565, 121.058349609375 14.5888995727386))",0.3326214606451407
The Philippines,70071,51645,12,2061,"POLYGON ((121.036376953125 14.5676343325769, 121.041870117188 14.5676343325769, 121.041870117188 14.5623177019148, 121.036376953125 14.5623177019148, 121.036376953125 14.5676343325769))",0.310896668933227
The Philippines,67094,71797,8,1694,"POLYGON ((121.041870117188 14.5676343325769, 121.04736328125 14.5676343325769, 121.04736328125 14.5623177019148, 121.041870117188 14.5623177019148, 121.041870117188 14.5676343325769))",0.344376368717384
The Philippines,53372,47397,16,1830,"POLYGON ((121.058349609375 14.5835834551565, 121.063842773438 14.5835834551565, 121.063842773438 14.5782672092405, 121.058349609375 14.5782672092405, 121.058349609375 14.5835834551565))",0.307305528516765
The Philippines,64215,53756,16,1220,"POLYGON ((121.058349609375 14.5782672092405, 121.063842773438 14.5782672092405, 121.063842773438 14.572950835033, 121.058349609375 14.572950835033, 121.058349609375 14.5782672092405))",0.3265132508323144
The Philippines,72243,68173,8,1490,"POLYGON ((121.063842773438 14.5782672092405, 121.0693359375 14.5782672092405, 121.0693359375 14.572950835033, 121.063842773438 14.572950835033, 121.063842773438 14.5782672092405))",0.3464539281391259
The Philippines,55621,47650,10,2351,"POLYGON ((121.04736328125 14.5676343325769, 121.052856445312 14.5676343325769, 121.052856445312 14.5623177019148, 121.04736328125 14.5623177019148, 121.04736328125 14.5676343325769))",0.3731820675313629
The Philippines,61617,44223,11,706,"POLYGON ((121.052856445312 14.5676343325769, 121.058349609375 14.5676343325769, 121.058349609375 14.5623177019148, 121.052856445312 14.5623177019148, 121.052856445312 14.5676343325769))",0.3286533912895056
The Philippines,76747,77970,10,2179,"POLYGON ((121.063842773438 14.572950835033, 121.0693359375 14.572950835033, 121.0693359375 14.5676343325769, 121.063842773438 14.5676343325769, 121.063842773438 14.572950835033))",0.3116479687465492
The Philippines,69256,57312,10,831,"POLYGON ((121.036376953125 14.5623177019148, 121.041870117188 14.5623177019148, 121.041870117188 14.5570009430895, 121.036376953125 14.5570009430895, 121.036376953125 14.5623177019148))",0.3123312495553905
The Philippines,57524,55081,10,3093,"POLYGON ((121.041870117188 14.5623177019148, 121.04736328125 14.5623177019148, 121.04736328125 14.5570009430895, 121.041870117188 14.5570009430895, 121.041870117188 14.5623177019148))",0.3668698284498337
The Philippines,52239,34238,12,2363,"POLYGON ((121.041870117188 14.5570009430895, 121.04736328125 14.5570009430895, 121.04736328125 14.5516840561434, 121.041870117188 14.5516840561434, 121.041870117188 14.5570009430895))",0.3888268824778317
The Philippines,63126,40387,12,1845,"POLYGON ((121.041870117188 14.5516840561434, 121.04736328125 14.5516840561434, 121.04736328125 14.5463670411195, 121.041870117188 14.5463670411195, 121.041870117188 14.5516840561434))",0.3764545596094074
The Philippines,67558,64768,9,2037,"POLYGON ((121.04736328125 14.5623177019148, 121.052856445312 14.5623177019148, 121.052856445312 14.5570009430895, 121.04736328125 14.5570009430895, 121.04736328125 14.5623177019148))",0.5082820823248583
The Philippines,57823,52119,14,647,"POLYGON ((121.052856445312 14.5623177019148, 121.058349609375 14.5623177019148, 121.058349609375 14.5570009430895, 121.052856445312 14.5570009430895, 121.052856445312 14.5623177019148))",0.5287916599755602
The Philippines,57823,52119,14,647,"POLYGON ((121.052856445312 14.5623177019148, 121.058349609375 14.5623177019148, 121.058349609375 14.5570009430895, 121.052856445312 14.5570009430895, 121.052856445312 14.5623177019148))",0.383097371718588
The Philippines,59514,51918,11,876,"POLYGON ((121.04736328125 14.5570009430895, 121.052856445312 14.5570009430895, 121.052856445312 14.5516840561434, 121.04736328125 14.5516840561434, 121.04736328125 14.5570009430895))",0.6041631315243837
The Philippines,53029,29594,16,808,"POLYGON ((121.052856445312 14.5570009430895, 121.058349609375 14.5570009430895, 121.058349609375 14.5516840561434, 121.052856445312 14.5516840561434, 121.052856445312 14.5570009430895))",0.5182450519753312
The Philippines,53029,29594,16,808,"POLYGON ((121.052856445312 14.5570009430895, 121.058349609375 14.5570009430895, 121.058349609375 14.5516840561434, 121.052856445312 14.5516840561434, 121.052856445312 14.5570009430895))",0.3720279418385906
The Philippines,63855,49374,14,2575,"POLYGON ((121.04736328125 14.5516840561434, 121.052856445312 14.5516840561434, 121.052856445312 14.5463670411195, 121.04736328125 14.5463670411195, 121.04736328125 14.5516840561434))",0.5813488538148518
The Philippines,57742,32866,16,935,"POLYGON ((121.052856445312 14.5516840561434, 121.058349609375 14.5516840561434, 121.058349609375 14.5463670411195, 121.052856445312 14.5463670411195, 121.052856445312 14.5516840561434))",0.480002867696322
The Philippines,57742,32866,16,935,"POLYGON ((121.052856445312 14.5516840561434, 121.058349609375 14.5516840561434, 121.058349609375 14.5463670411195, 121.052856445312 14.5463670411195, 121.052856445312 14.5516840561434))",0.3398136685460214
The Philippines,48996,37087,16,2537,"POLYGON ((121.052856445312 14.5463670411195, 121.058349609375 14.5463670411195, 121.058349609375 14.5410498980604, 121.052856445312 14.5410498980604, 121.052856445312 14.5463670411195))",0.3179771376684008
The Philippines,48996,37087,16,2537,"POLYGON ((121.052856445312 14.5463670411195, 121.058349609375 14.5463670411195, 121.058349609375 14.5410498980604, 121.052856445312 14.5410498980604, 121.052856445312 14.5463670411195))",0.3270384976023551
The Philippines,58847,61105,8,1649,"POLYGON ((121.058349609375 14.5463670411195, 121.063842773438 14.5463670411195, 121.063842773438 14.5410498980604, 121.058349609375 14.5410498980604, 121.058349609375 14.5463670411195))",0.3090435977514331
The Philippines,58847,61105,8,1649,"POLYGON ((121.058349609375 14.5463670411195, 121.063842773438 14.5463670411195, 121.063842773438 14.5410498980604, 121.058349609375 14.5410498980604, 121.058349609375 14.5463670411195))",0.3262329845671549
The Philippines,47756,40437,11,2570,"POLYGON ((121.058349609375 14.5410498980604, 121.063842773438 14.5410498980604, 121.063842773438 14.5357326270088, 121.058349609375 14.5357326270088, 121.058349609375 14.5410498980604))",0.3023750107788315
The Philippines,49922,38599,14,679,"POLYGON ((121.09130859375 14.5623177019148, 121.096801757812 14.5623177019148, 121.096801757812 14.5570009430895, 121.09130859375 14.5570009430895, 121.09130859375 14.5623177019148))",0.345940744782019
The Philippines,53254,45090,9,612,"POLYGON ((121.09130859375 14.5570009430895, 121.096801757812 14.5570009430895, 121.096801757812 14.5516840561434, 121.09130859375 14.5516840561434, 121.09130859375 14.5570009430895))",0.4558980156629045
The Philippines,68241,64893,11,757,"POLYGON ((121.096801757812 14.5570009430895, 121.102294921875 14.5570009430895, 121.102294921875 14.5516840561434, 121.096801757812 14.5516840561434, 121.096801757812 14.5570009430895))",0.3557601465011052
The Philippines,11340,9239,8,11,"POLYGON ((120.975952148438 14.5197800463261, 120.9814453125 14.5197800463261, 120.9814453125 14.5144622637317, 120.975952148438 14.5144622637317, 120.975952148438 14.5197800463261))",0.3163824088582518
The Philippines,41370,32544,12,117,"POLYGON ((120.975952148438 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5091443533584, 120.975952148438 14.5091443533584, 120.975952148438 14.5144622637317))",0.3733938153867223
The Philippines,16338,8448,17,13,"POLYGON ((120.9814453125 14.5197800463261, 120.986938476562 14.5197800463261, 120.986938476562 14.5144622637317, 120.9814453125 14.5144622637317, 120.9814453125 14.5197800463261))",0.4531305000478874
The Philippines,30162,31390,3,1,"POLYGON ((120.986938476562 14.5197800463261, 120.992431640625 14.5197800463261, 120.992431640625 14.5144622637317, 120.986938476562 14.5144622637317, 120.986938476562 14.5197800463261))",0.3610778975746325
The Philippines,78326,79214,4,107,"POLYGON ((120.9814453125 14.5144622637317, 120.986938476562 14.5144622637317, 120.986938476562 14.5091443533584, 120.9814453125 14.5091443533584, 120.9814453125 14.5144622637317))",0.3721650008539831
The Philippines,65184,55731,13,265,"POLYGON ((120.997924804688 14.5197800463261, 121.00341796875 14.5197800463261, 121.00341796875 14.5144622637317, 120.997924804688 14.5144622637317, 120.997924804688 14.5197800463261))",0.302060990263039
The Philippines,51754,39886,11,106,"POLYGON ((120.997924804688 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.503826315249, 120.997924804688 14.503826315249, 120.997924804688 14.5091443533584))",0.3785125534405309
The Philippines,49001,44579,7,8,"POLYGON ((121.00341796875 14.5197800463261, 121.008911132812 14.5197800463261, 121.008911132812 14.5144622637317, 121.00341796875 14.5144622637317, 121.00341796875 14.5197800463261))",0.3158916765447189
The Philippines,139556,121256,3,13,"POLYGON ((121.008911132812 14.5197800463261, 121.014404296875 14.5197800463261, 121.014404296875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5197800463261))",0.3711540158236021
The Philippines,60737,45700,9,534,"POLYGON ((121.00341796875 14.5144622637317, 121.008911132812 14.5144622637317, 121.008911132812 14.5091443533584, 121.00341796875 14.5091443533584, 121.00341796875 14.5144622637317))",0.3830396071699954
The Philippines,87361,67290,4,39,"POLYGON ((121.008911132812 14.5144622637317, 121.014404296875 14.5144622637317, 121.014404296875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.5144622637317))",0.5087442763988704
The Philippines,32848,27385,8,55,"POLYGON ((121.014404296875 14.5197800463261, 121.019897460938 14.5197800463261, 121.019897460938 14.5144622637317, 121.014404296875 14.5144622637317, 121.014404296875 14.5197800463261))",0.4271228915523593
The Philippines,31151,21166,20,96,"POLYGON ((121.019897460938 14.5197800463261, 121.025390625 14.5197800463261, 121.025390625 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5197800463261))",0.3755610125143204
The Philippines,26154,23175,11,3,"POLYGON ((121.014404296875 14.5144622637317, 121.019897460938 14.5144622637317, 121.019897460938 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.5144622637317))",0.3804196491799709
The Philippines,98763,84176,5,157,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.3960846290034411
The Philippines,98763,84176,5,157,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.4764520681317591
The Philippines,98763,84176,5,157,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.45907734090417
The Philippines,98763,84176,5,157,"POLYGON ((121.00341796875 14.5091443533584, 121.008911132812 14.5091443533584, 121.008911132812 14.503826315249, 121.00341796875 14.503826315249, 121.00341796875 14.5091443533584))",0.3896300926996154
The Philippines,47590,48810,6,21,"POLYGON ((121.008911132812 14.5091443533584, 121.014404296875 14.5091443533584, 121.014404296875 14.503826315249, 121.008911132812 14.503826315249, 121.008911132812 14.5091443533584))",0.5423217708424314
The Philippines,53029,55046,4,1,"POLYGON ((121.036376953125 13.7633957796245, 121.041870117188 13.7633957796245, 121.041870117188 13.7580602828386, 121.036376953125 13.7580602828386, 121.036376953125 13.7633957796245))",0.392300856857451
The Philippines,2067,2510,31,2,"POLYGON ((121.052856445312 13.6833505737784, 121.058349609375 13.6833505737784, 121.058349609375 13.6780132567255, 121.052856445312 13.6780132567255, 121.052856445312 13.6833505737784))",0.4318600284527857
The Philippines,2067,2510,31,2,"POLYGON ((121.052856445312 13.6833505737784, 121.058349609375 13.6833505737784, 121.058349609375 13.6780132567255, 121.052856445312 13.6780132567255, 121.052856445312 13.6833505737784))",0.6198986162810352
The Philippines,2067,2510,31,2,"POLYGON ((121.052856445312 13.6833505737784, 121.058349609375 13.6833505737784, 121.058349609375 13.6780132567255, 121.052856445312 13.6780132567255, 121.052856445312 13.6833505737784))",0.3997716829859377
The Philippines,2067,2510,31,2,"POLYGON ((121.052856445312 13.6833505737784, 121.058349609375 13.6833505737784, 121.058349609375 13.6780132567255, 121.052856445312 13.6780132567255, 121.052856445312 13.6833505737784))",0.3246235011042961
The Philippines,80267,68232,24,46,"POLYGON ((122.074584960938 6.90461404723808, 122.080078125 6.90461404723808, 122.080078125 6.89916069002835, 122.074584960938 6.89916069002835, 122.074584960938 6.90461404723808))",0.3628674222040266
The Philippines,20342,23128,47,5,"POLYGON ((124.436645507812 10.8926480150442, 124.442138671875 10.8926480150442, 124.442138671875 10.8872537726346, 124.436645507812 10.8872537726346, 124.436645507812 10.8926480150442))",0.3100707524162617
The Philippines,21515,15698,9,69,"POLYGON ((123.920288085938 10.3149192858132, 123.92578125 10.3149192858132, 123.92578125 10.3095148534366, 123.920288085938 10.3095148534366, 123.920288085938 10.3149192858132))",0.3414850172300384
The Philippines,21515,15698,9,69,"POLYGON ((123.920288085938 10.3149192858132, 123.92578125 10.3149192858132, 123.92578125 10.3095148534366, 123.920288085938 10.3095148534366, 123.920288085938 10.3149192858132))",0.3631582647640581
The Philippines,67159,66091,14,9,"POLYGON ((123.920288085938 10.3095148534366, 123.92578125 10.3095148534366, 123.92578125 10.3041103283294, 123.920288085938 10.3041103283294, 123.920288085938 10.3095148534366))",0.4587557793680569
The Philippines,66701,64857,19,42,"POLYGON ((123.898315429688 10.2933010001091, 123.90380859375 10.2933010001091, 123.90380859375 10.287896197089, 123.898315429688 10.287896197089, 123.898315429688 10.2933010001091))",0.3107141418379914
The Philippines,30043,42796,18,107,"POLYGON ((124.013671875 10.3095148534366, 124.019165039062 10.3095148534366, 124.019165039062 10.3041103283294, 124.013671875 10.3041103283294, 124.013671875 10.3095148534366))",0.3287238962226868
Japan,117468,84658,38,96,"POLYGON ((141.344604492188 43.0568477758455, 141.35009765625 43.0568477758455, 141.35009765625 43.0528339176279, 141.344604492188 43.0528339176279, 141.344604492188 43.0568477758455))",0.353906991369934
Japan,49793,61095,36,46,"POLYGON ((141.35009765625 43.0568477758455, 141.355590820312 43.0568477758455, 141.355590820312 43.0528339176279, 141.35009765625 43.0528339176279, 141.35009765625 43.0568477758455))",0.461180027261965
Japan,57430,46757,37,27,"POLYGON ((141.355590820312 43.0568477758455, 141.361083984375 43.0568477758455, 141.361083984375 43.0528339176279, 141.355590820312 43.0528339176279, 141.355590820312 43.0568477758455))",0.3543171792185472
Japan,114083,87272,18,47,"POLYGON ((135.499877929688 34.7009774147201, 135.50537109375 34.7009774147201, 135.50537109375 34.6964611727235, 135.499877929688 34.6964611727235, 135.499877929688 34.7009774147201))",0.3057739494013567
Japan,114083,87272,18,47,"POLYGON ((135.499877929688 34.7009774147201, 135.50537109375 34.7009774147201, 135.50537109375 34.6964611727235, 135.499877929688 34.6964611727235, 135.499877929688 34.7009774147201))",0.3032547413769599
Japan,56401,51479,22,42,"POLYGON ((135.499877929688 34.6738762658827, 135.50537109375 34.6738762658827, 135.50537109375 34.6693585452454, 135.499877929688 34.6693585452454, 135.499877929688 34.6738762658827))",0.3570845664812057
Japan,56401,51479,22,42,"POLYGON ((135.499877929688 34.6738762658827, 135.50537109375 34.6738762658827, 135.50537109375 34.6693585452454, 135.499877929688 34.6693585452454, 135.499877929688 34.6738762658827))",0.3947406415104734
Japan,86540,46038,19,63,"POLYGON ((135.50537109375 34.6738762658827, 135.510864257812 34.6738762658827, 135.510864257812 34.6693585452454, 135.50537109375 34.6693585452454, 135.50537109375 34.6738762658827))",0.301470940867766
Japan,68008,46477,21,62,"POLYGON ((135.499877929688 34.6693585452454, 135.50537109375 34.6693585452454, 135.50537109375 34.6648405782193, 135.499877929688 34.6648405782193, 135.499877929688 34.6693585452454))",0.3335532597538985
Japan,68008,46477,21,62,"POLYGON ((135.499877929688 34.6693585452454, 135.50537109375 34.6693585452454, 135.50537109375 34.6648405782193, 135.499877929688 34.6648405782193, 135.499877929688 34.6693585452454))",0.3585779343629532
Japan,97552,91434,11,120,"POLYGON ((139.707641601562 35.7375951517478, 139.713134765625 35.7375951517478, 139.713134765625 35.7331362231339, 139.707641601562 35.7331362231339, 139.707641601562 35.7375951517478))",0.3004668985522971
Japan,105128,89105,18,105,"POLYGON ((139.696655273438 35.697455807258, 139.7021484375 35.697455807258, 139.7021484375 35.6929946320988, 139.696655273438 35.6929946320988, 139.696655273438 35.697455807258))",0.419783003259607
Japan,82352,55192,22,153,"POLYGON ((139.696655273438 35.6929946320988, 139.7021484375 35.6929946320988, 139.7021484375 35.6885332073887, 139.696655273438 35.6885332073887, 139.696655273438 35.6929946320988))",0.370764457768912
Japan,102419,104379,16,340,"POLYGON ((139.7021484375 35.697455807258, 139.707641601562 35.697455807258, 139.707641601562 35.6929946320988, 139.7021484375 35.6929946320988, 139.7021484375 35.697455807258))",0.5764750410684207
Japan,117159,89560,26,51,"POLYGON ((139.707641601562 35.697455807258, 139.713134765625 35.697455807258, 139.713134765625 35.6929946320988, 139.707641601562 35.6929946320988, 139.707641601562 35.697455807258))",0.38120700119923
Japan,82455,88486,14,116,"POLYGON ((139.7021484375 35.6929946320988, 139.707641601562 35.6929946320988, 139.707641601562 35.6885332073887, 139.7021484375 35.6885332073887, 139.7021484375 35.6929946320988))",0.5005674286212043
Japan,100720,100882,12,161,"POLYGON ((139.707641601562 35.6929946320988, 139.713134765625 35.6929946320988, 139.713134765625 35.6885332073887, 139.707641601562 35.6885332073887, 139.707641601562 35.6929946320988))",0.3182463193620772
Japan,135813,121968,26,84,"POLYGON ((139.696655273438 35.6662223410348, 139.7021484375 35.6662223410348, 139.7021484375 35.661759419295, 139.696655273438 35.661759419295, 139.696655273438 35.6662223410348))",0.4146447981841389
Japan,97966,87794,14,94,"POLYGON ((139.691162109375 35.661759419295, 139.696655273438 35.661759419295, 139.696655273438 35.6572962480963, 139.691162109375 35.6572962480963, 139.691162109375 35.661759419295))",0.319466018949149
Japan,91127,74996,16,182,"POLYGON ((139.696655273438 35.661759419295, 139.7021484375 35.661759419295, 139.7021484375 35.6572962480963, 139.696655273438 35.6572962480963, 139.696655273438 35.661759419295))",0.4053694801616702
Taiwan,119354,44475,72,8,"POLYGON ((121.234130859375 25.1005230574652, 121.239624023438 25.1005230574652, 121.239624023438 25.0955485396042, 121.234130859375 25.0955485396042, 121.234130859375 25.1005230574652))",0.3866663519788088
Taiwan,60176,22495,4,2,"POLYGON ((121.239624023438 25.090573819461, 121.2451171875 25.090573819461, 121.2451171875 25.0855988970648, 121.239624023438 25.0855988970648, 121.239624023438 25.090573819461))",0.4366412617037
Taiwan,19719,11609,17,14,"POLYGON ((121.2451171875 25.0955485396042, 121.250610351562 25.0955485396042, 121.250610351562 25.090573819461, 121.2451171875 25.090573819461, 121.2451171875 25.0955485396042))",0.3346298938895058
Taiwan,19719,11609,17,14,"POLYGON ((121.2451171875 25.0955485396042, 121.250610351562 25.0955485396042, 121.250610351562 25.090573819461, 121.2451171875 25.090573819461, 121.2451171875 25.0955485396042))",0.3222305194403146
Taiwan,78369,99567,4,2,"POLYGON ((121.2451171875 25.090573819461, 121.250610351562 25.090573819461, 121.250610351562 25.0855988970648, 121.2451171875 25.0855988970648, 121.2451171875 25.090573819461))",0.3443322821180268
Taiwan,15068,3015,7,3,"POLYGON ((121.228637695312 25.0855988970648, 121.234130859375 25.0855988970648, 121.234130859375 25.0806237724448, 121.228637695312 25.0806237724448, 121.228637695312 25.0855988970648))",0.4566039013194258
Taiwan,184960,157590,10,91,"POLYGON ((121.228637695312 25.0806237724448, 121.234130859375 25.0806237724448, 121.234130859375 25.0756484456305, 121.228637695312 25.0756484456305, 121.228637695312 25.0806237724448))",0.3857673022261539
Taiwan,184960,157590,10,91,"POLYGON ((121.228637695312 25.0806237724448, 121.234130859375 25.0806237724448, 121.234130859375 25.0756484456305, 121.228637695312 25.0756484456305, 121.228637695312 25.0806237724448))",0.7601874338849802
Taiwan,202742,122467,5,27,"POLYGON ((121.234130859375 25.0855988970648, 121.239624023438 25.0855988970648, 121.239624023438 25.0806237724448, 121.234130859375 25.0806237724448, 121.234130859375 25.0855988970648))",0.8406506865015251
Taiwan,206440,127891,5,14,"POLYGON ((121.234130859375 25.0806237724448, 121.239624023438 25.0806237724448, 121.239624023438 25.0756484456305, 121.234130859375 25.0756484456305, 121.234130859375 25.0806237724448))",1.0
Taiwan,156460,219866,5,1,"POLYGON ((121.228637695312 25.0756484456305, 121.234130859375 25.0756484456305, 121.234130859375 25.0706729166511, 121.228637695312 25.0706729166511, 121.228637695312 25.0756484456305))",0.3484569704013943
Taiwan,156460,219866,5,1,"POLYGON ((121.228637695312 25.0756484456305, 121.234130859375 25.0756484456305, 121.234130859375 25.0706729166511, 121.228637695312 25.0706729166511, 121.228637695312 25.0756484456305))",0.437292498650187
Taiwan,156460,219866,5,1,"POLYGON ((121.228637695312 25.0756484456305, 121.234130859375 25.0756484456305, 121.234130859375 25.0706729166511, 121.228637695312 25.0706729166511, 121.228637695312 25.0756484456305))",0.7353009942130687
Taiwan,301123,93562,2,1,"POLYGON ((121.239624023438 25.0756484456305, 121.2451171875 25.0756484456305, 121.2451171875 25.0706729166511, 121.239624023438 25.0706729166511, 121.239624023438 25.0756484456305))",0.537536872145804
Taiwan,72658,56191,3,2,"POLYGON ((121.2451171875 25.0855988970648, 121.250610351562 25.0855988970648, 121.250610351562 25.0806237724448, 121.2451171875 25.0806237724448, 121.2451171875 25.0855988970648))",0.3538007312377942
Taiwan,97867,37717,7,254,"POLYGON ((121.217651367188 24.966140159913, 121.22314453125 24.966140159913, 121.22314453125 24.961160190729, 121.217651367188 24.961160190729, 121.217651367188 24.966140159913))",0.3093201395273168
Taiwan,70102,38352,7,184,"POLYGON ((121.217651367188 24.961160190729, 121.22314453125 24.961160190729, 121.22314453125 24.9561800200559, 121.217651367188 24.9561800200559, 121.217651367188 24.961160190729))",0.3517153871920307
Taiwan,77016,33001,10,384,"POLYGON ((121.217651367188 24.9561800200559, 121.22314453125 24.9561800200559, 121.22314453125 24.9511996479231, 121.217651367188 24.9511996479231, 121.217651367188 24.9561800200559))",0.3039388995223279
Taiwan,107610,46463,8,227,"POLYGON ((121.22314453125 24.961160190729, 121.228637695312 24.961160190729, 121.228637695312 24.9561800200559, 121.22314453125 24.9561800200559, 121.22314453125 24.961160190729))",0.3351624629764624
Taiwan,104355,46123,10,251,"POLYGON ((121.22314453125 24.9561800200559, 121.228637695312 24.9561800200559, 121.228637695312 24.9511996479231, 121.22314453125 24.9511996479231, 121.22314453125 24.9561800200559))",0.3219398472348311
Taiwan,107822,35684,9,725,"POLYGON ((121.481323242188 25.0656971855359, 121.48681640625 25.0656971855359, 121.48681640625 25.0607212523142, 121.481323242188 25.0607212523142, 121.481323242188 25.0656971855359))",0.3148950057290141
Taiwan,108797,43377,9,779,"POLYGON ((121.481323242188 25.0607212523142, 121.48681640625 25.0607212523142, 121.48681640625 25.0557451170153, 121.481323242188 25.0557451170153, 121.481323242188 25.0607212523142))",0.3299851942727171
