longitude,latitude,light_intensity,year,normalized_light_intensity
121.0541690751,14.545832849700002,60.28122,2020,0.3636245735505393
121.0583357418,14.545832849700002,60.669598,2020,0.3659673228284473
121.0625024085,14.545832849700002,58.663822,2020,0.3538682073387822
120.9875024079,14.541666183000004,60.96406,2020,0.367743557934121
120.9916690746,14.541666183000004,53.07728,2020,0.3201694210107654
121.0125024081,14.541666183000004,50.745514,2020,0.3061038892021914
121.0583357418,14.541666183000004,59.847187,2020,0.3610064270609384
121.0625024085,14.541666183000004,58.53912,2020,0.3531159877989172
120.9833357412,14.537499516300002,62.76159,2020,0.3785865050359597
120.9875024079,14.537499516300002,124.10297,2020,0.7486061088777795
120.9916690746,14.537499516300002,111.2881,2020,0.6713050582544576
120.9958357413,14.537499516300002,62.018414,2020,0.3741035656383663
121.0583357418,14.537499516300002,52.503277,2020,0.3167069563146008
121.0625024085,14.537499516300002,57.237774,2020,0.3452660905292253
120.9833357412,14.533332849600002,56.899864,2020,0.3432277711380706
120.9875024079,14.533332849600002,127.522316,2020,0.7692320721723469
120.9916690746,14.533332849600002,131.22104,2020,0.791543281819085
120.9958357413,14.533332849600002,64.936745,2020,0.3917073378472618
121.0625024085,14.533332849600002,51.35167,2020,0.3097603051971745
120.6041690715,14.529166182900005,69.987625,2020,0.4221749376412764
120.9833357412,14.529166182900005,51.454433,2020,0.3103801856848583
120.9875024079,14.529166182900005,86.13658,2020,0.5195876455320897
120.9916690746,14.529166182900005,84.98764,2020,0.5126570821238647
120.9958357413,14.529166182900005,63.03549,2020,0.3802387073420095
120.6000024048,14.5249995162,53.020912,2020,0.3198294015161053
120.6041690715,14.5249995162,85.11511,2020,0.5134259986187613
120.9833357412,14.5249995162,69.41003,2020,0.4186908055092472
120.9875024079,14.5249995162,90.965256,2020,0.5487148803709619
120.9916690746,14.5249995162,117.02154,2020,0.7058899534337125
120.9958357413,14.5249995162,86.78345,2020,0.5234896539501781
121.000002408,14.5249995162,66.25791,2020,0.3996767860388362
121.0041690747,14.5249995162,63.419357,2020,0.3825542456502109
121.0083357414,14.5249995162,60.96676,2020,0.3677598447038411
121.0125024081,14.5249995162,59.175247,2020,0.3569531929699304
120.6000024048,14.520832849500003,63.246872,2020,0.3815137925112589
120.6041690715,14.520832849500003,76.10039,2020,0.4590479731627815
120.6083357382,14.520832849500003,60.013058,2020,0.3620069836462132
120.9833357412,14.520832849500003,70.547935,2020,0.4255548042864123
120.9875024079,14.520832849500003,72.87038,2020,0.4395641105466304
120.9916690746,14.520832849500003,101.14318,2020,0.6101095116363843
120.9958357413,14.520832849500003,86.36786,2020,0.5209827581620392
121.000002408,14.520832849500003,74.84566,2020,0.4514792699883754
121.0041690747,14.520832849500003,67.365326,2020,0.4063568709930399
121.0083357414,14.520832849500003,54.096786,2020,0.3263192208071566
121.0125024081,14.520832849500003,73.77634,2020,0.4450289853227854
121.0166690748,14.520832849500003,72.87648,2020,0.439600906581924
120.6041690715,14.516666182800002,53.925026,2020,0.3252831409674812
120.9791690745,14.516666182800002,56.827637,2020,0.3427920879837842
120.9833357412,14.516666182800002,65.69067,2020,0.396255116684752
120.9958357413,14.516666182800002,64.20387,2020,0.387286535492219
121.000002408,14.516666182800002,76.91291,2020,0.4639492050638824
121.0041690747,14.516666182800002,66.06273,2020,0.3984994335521813
121.0083357414,14.516666182800002,54.651505,2020,0.3296653617746981
121.0125024081,14.516666182800002,70.20482,2020,0.4234850876225194
121.0166690748,14.516666182800002,73.81305,2020,0.4452504250696094
121.0208357415,14.516666182800002,65.53503,2020,0.3953162748924425
121.0250024082,14.516666182800002,57.46548,2020,0.346639644301775
120.9791690745,14.512499516100004,62.282536,2020,0.3756967857094815
120.9833357412,14.512499516100004,58.844757,2020,0.3549596320348214
121.000002408,14.512499516100004,50.945324,2020,0.3073091704828478
121.0041690747,14.512499516100004,52.340027,2020,0.3157222099602283
121.0083357414,14.512499516100004,84.39324,2020,0.5090715799306703
121.0125024081,14.512499516100004,96.2227,2020,0.580428502498481
121.0166690748,14.512499516100004,66.52747,2020,0.4013028088705951
121.0208357415,14.512499516100004,60.2422,2020,0.3633891995673992
121.0250024082,14.512499516100004,61.740704,2020,0.3724283808906004
121.000002408,14.508332849400002,58.425236,2020,0.3524290239163974
121.0041690747,14.508332849400002,81.5136,2020,0.4917011971318636
121.0083357414,14.508332849400002,102.70515,2020,0.6195315285621986
121.0125024081,14.508332849400002,109.12668,2020,0.6582670768439353
121.0166690748,14.508332849400002,60.64908,2020,0.3658435554428484
121.000002408,14.504166182700002,71.05899,2020,0.4286375580268952
121.0041690747,14.504166182700002,104.61108,2020,0.6310283593076145
121.0083357414,14.504166182700002,93.89858,2020,0.5664090924088995
121.0125024081,14.504166182700002,61.591763,2020,0.3715299483836075
120.541669071,14.424999515400003,54.113003,2020,0.326417043971805
121.0375024083,14.420832848700002,54.706745,2020,0.3299985770188974
121.041669075,14.420832848700002,49.874504,2020,0.3008498376118577
121.1375024091,14.162499513300002,53.451473,2020,0.3224266044262735
121.1375024091,14.158332846600002,53.447495,2020,0.3224026085855526
121.0333357416,13.770832843500004,50.216667,2020,0.30291381168139
121.0375024083,13.770832843500004,51.79381,2020,0.3124273542208943
121.041669075,13.758332843400002,80.34515,2020,0.4846529467320687
121.0458357417,13.758332843400002,61.28674,2020,0.3696900078797805
121.041669075,13.754166176700004,63.99082,2020,0.3860013887185648
121.0541690751,13.683332842800002,72.98337,2020,0.4402456816987318
121.0583357418,13.683332842800002,60.48333,2020,0.3648437287461425
121.0541690751,13.679166176100004,140.42215,2020,0.8470456372780754
121.0583357418,13.679166176100004,165.77873,2020,1.0
121.0541690751,13.674999509400005,125.17918,2020,0.7550979549668405
121.0583357418,13.674999509400005,144.48422,2020,0.8715485997510054
123.3875024271,12.470832833100005,66.87826,2020,0.4034188221854516
122.5958357541,10.724999485800003,56.198013,2020,0.3389941097992487
123.6416690958,10.387499483100004,54.243675,2020,0.3272052753691623
123.9333357648,10.324999482600004,50.498608,2020,0.3046145184005209
123.9375024315,10.324999482600004,52.932564,2020,0.3192964742823159
123.9333357648,10.320832815900005,55.36874,2020,0.333991821508103
123.9375024315,10.320832815900005,51.26078,2020,0.3092120442713006
123.9791690985,10.316666149200003,59.887966,2020,0.3612524115729442
123.9208357647,10.312499482500002,60.826466,2020,0.366913572084911
123.9250024314,10.312499482500002,66.979256,2020,0.4040280438871742
123.9750024318,10.312499482500002,52.004276,2020,0.3136969139527127
123.9791690985,10.312499482500002,65.76762,2020,0.3967192896217747
123.916669098,10.308332815800002,51.06932,2020,0.3080571313340378
123.9208357647,10.308332815800002,77.29398,2020,0.4662478714850814
124.0166690988,10.308332815800002,60.864944,2020,0.3671456766498332
124.0166690988,10.304166149100002,55.817104,2020,0.336696414552096
123.9000024312,10.291666149000005,51.00303,2020,0.3076572609767248
123.9041690979,10.291666149000005,52.659496,2020,0.3176492907141947
125.6166691116,7.0708327899000025,51.187183,2020,0.3087680970894155
125.6166691116,7.066666123200003,55.275723,2020,0.3334307302269718
120.1000024008,16.124999529000004,63.61193,2021,0.3613027132025121
120.9666690744,14.754166184700004,62.404034,2021,0.3546001611192539
120.9708357411,14.754166184700004,64.76445,2021,0.3676979867417875
121.0541690751,14.620832850300005,53.87277,2021,0.3072606208806691
120.958335741,14.616666183600003,90.95021,2021,0.5130014071022317
120.9625024077,14.616666183600003,57.60545,2021,0.3279730680699438
120.958335741,14.612499516900002,86.06032,2021,0.4858676618076009
120.9625024077,14.612499516900002,61.57357,2021,0.3499919595743602
120.9500024076,14.608332850200004,69.91297,2021,0.3962668564554852
120.958335741,14.608332850200004,63.18097,2021,0.3589113385760534
120.9625024077,14.608332850200004,72.69195,2021,0.4116872719451738
120.958335741,14.604166183500002,101.660835,2021,0.5724341081847316
120.9625024077,14.604166183500002,81.38669,2021,0.4599339320056329
120.9666690744,14.604166183500002,62.440346,2021,0.3548016545187247
120.9500024076,14.599999516800002,153.39136,2021,0.859484100987746
120.9541690743,14.599999516800002,178.71434,2021,1.0
120.958335741,14.599999516800002,101.83954,2021,0.57342573293557
120.9625024077,14.599999516800002,60.193108,2021,0.342331847731984
120.9666690744,14.599999516800002,52.609257,2021,0.3002494529569622
120.9458357409,14.595832850100004,108.99162,2021,0.6131122528873119
120.9500024076,14.595832850100004,121.539566,2021,0.682740152642681
120.9666690744,14.591666183400005,82.78556,2021,0.4676961888826383
120.9708357411,14.591666183400005,63.857895,2021,0.3626675601952652
120.9791690745,14.591666183400005,63.074955,2021,0.3583230668547242
120.9833357412,14.591666183400005,65.94452,2021,0.3742461337982316
120.9625024077,14.587499516700005,60.545494,2021,0.3442872193189509
120.9666690744,14.587499516700005,110.65921,2021,0.6223656230686193
120.9708357411,14.587499516700005,104.594894,2021,0.588715048980009
120.9750024078,14.587499516700005,61.210712,2021,0.3479784794040252
120.9791690745,14.587499516700005,59.623104,2021,0.3391689251809817
120.9833357412,14.587499516700005,78.4608,2021,0.4436983205664988
121.0625024085,14.587499516700005,58.443157,2021,0.3326214606451407
120.9708357411,14.58333285,102.83568,2021,0.5789532619879195
120.9750024078,14.58333285,64.41501,2021,0.3657589623556039
120.9791690745,14.58333285,56.63384,2021,0.3225816547118281
120.9833357412,14.58333285,68.57643,2021,0.388850465506796
120.9875024079,14.58333285,58.0035,2021,0.330181826817999
121.0625024085,14.58333285,53.880863,2021,0.307305528516765
120.9833357412,14.579166183300003,59.98565,2021,0.3411806740795433
120.9875024079,14.579166183300003,58.023487,2021,0.3302927336415071
121.0625024085,14.574999516600002,57.34237,2021,0.3265132508323144
121.0666690752,14.574999516600002,60.935966,2021,0.3464539281391259
121.0208357415,14.570832849900002,52.785194,2021,0.3012257182197598
121.0666690752,14.570832849900002,54.663433,2021,0.3116479687465492
121.0083357414,14.566666183200002,58.504368,2021,0.3329611173006543
121.0125024081,14.566666183200002,60.666653,2021,0.3449595243086649
121.0041690747,14.562499516500004,53.027275,2021,0.3025690130985137
121.0083357414,14.562499516500004,59.245193,2021,0.3370719166965292
121.0125024081,14.562499516500004,57.920605,2021,0.3297218467742356
121.041669075,14.562499516500004,54.528038,2021,0.310896668933227
121.0458357417,14.562499516500004,60.56156,2021,0.344376368717384
121.0500024084,14.562499516500004,65.75276,2021,0.3731820675313629
121.0541690751,14.562499516500004,57.728054,2021,0.3286533912895056
121.0083357414,14.558332849800005,56.646046,2021,0.3226493851710136
121.0125024081,14.558332849800005,55.451195,2021,0.3160192191143058
121.041669075,14.558332849800005,54.78657,2021,0.3123312495553905
121.0458357417,14.558332849800005,64.615204,2021,0.3668698284498337
121.0500024084,14.558332849800005,90.09972,2021,0.5082820823248583
121.0541690751,14.558332849800005,93.79584,2021,0.5287916599755602
121.0583357418,14.558332849800005,67.53964,2021,0.383097371718588
121.0958357421,14.558332849800005,60.843483,2021,0.345940744782019
121.0083357414,14.5541661831,54.75007,2021,0.3121287129536972
121.0125024081,14.5541661831,53.69182,2021,0.3062565387415896
121.0458357417,14.5541661831,68.57218,2021,0.3888268824778317
121.0500024084,14.5541661831,107.37886,2021,0.6041631315243837
121.0541690751,14.5541661831,91.89519,2021,0.5182450519753312
121.0583357418,14.5541661831,65.54477,2021,0.3720279418385906
121.0958357421,14.5541661831,80.65936,2021,0.4558980156629045
121.1000024088,14.5541661831,62.61308,2021,0.3557601465011052
121.0458357417,14.549999516400003,66.34251,2021,0.3764545596094074
121.0500024084,14.549999516400003,103.2674,2021,0.5813488538148518
121.0541690751,14.549999516400003,85.0034,2021,0.480002867696322
121.0583357418,14.549999516400003,59.739296,2021,0.3398136685460214
121.0583357418,14.545832849700002,57.437027,2021,0.3270384976023551
121.0625024085,14.545832849700002,57.291862,2021,0.3262329845671549
120.9833357412,14.541666183000004,53.970547,2021,0.3078031803684435
120.9875024079,14.541666183000004,65.73986,2021,0.3731104861022713
120.9916690746,14.541666183000004,69.31604,2021,0.3929545229308611
121.0583357418,14.541666183000004,55.80404,2021,0.3179771376684008
121.0625024085,14.541666183000004,54.194088,2021,0.3090435977514331
120.9833357412,14.537499516300002,63.34216,2021,0.3598057735028189
120.9875024079,14.537499516300002,103.17467,2021,0.580834299867591
120.9916690746,14.537499516300002,132.52429,2021,0.7436938148207296
120.9958357413,14.537499516300002,71.8226,2021,0.4068632940086787
121.0625024085,14.537499516300002,52.992313,2021,0.3023750107788315
120.9833357412,14.533332849600002,55.81308,2021,0.3180273001582449
120.9875024079,14.533332849600002,111.34467,2021,0.6261692049589395
120.9916690746,14.533332849600002,141.40697,2021,0.7929833441667296
120.9958357413,14.533332849600002,83.372604,2021,0.4709536655074174
120.9875024079,14.529166182900005,71.319244,2021,0.4040701977434204
120.9916690746,14.529166182900005,105.696785,2021,0.594829384831418
120.9958357413,14.529166182900005,60.12949,2021,0.3419788347586546
120.6041690715,14.5249995162,58.712822,2021,0.3341178177052947
120.9833357412,14.5249995162,68.34055,2021,0.387541579654538
120.9875024079,14.5249995162,111.61604,2021,0.6276750229754192
120.9916690746,14.5249995162,140.16109,2021,0.7860700208429585
120.9958357413,14.5249995162,90.03096,2021,0.507900536660956
121.000002408,14.5249995162,56.36741,2021,0.3211032484984269
121.0041690747,14.5249995162,59.85285,2021,0.3404437737862592
121.0083357414,14.5249995162,60.100044,2021,0.341815440436094
121.0125024081,14.5249995162,60.109837,2021,0.3418697812837757
120.6000024048,14.520832849500003,57.52034,2021,0.3275007971063789
120.6041690715,14.520832849500003,61.842293,2021,0.3514830895255061
120.9833357412,14.520832849500003,92.02978,2021,0.5189918848855203
120.9875024079,14.520832849500003,106.866295,2021,0.6013189349970707
120.9916690746,14.520832849500003,116.145096,2021,0.6528065191704501
120.9958357413,14.520832849500003,80.001884,2021,0.4522497155331813
121.000002408,14.520832849500003,58.34743,2021,0.332090276500749
121.0041690747,14.520832849500003,60.078884,2021,0.3416980246965919
121.0083357414,14.520832849500003,53.29873,2021,0.3040753027755727
121.0125024081,14.520832849500003,72.03906,2021,0.4080644192909399
121.0166690748,14.520832849500003,77.671265,2021,0.4393172319139531
120.9791690745,14.516666182800002,55.516647,2021,0.3163824088582518
120.9833357412,14.516666182800002,80.160614,2021,0.4531305000478874
120.9875024079,14.516666182800002,63.571415,2021,0.3610778975746325
121.000002408,14.516666182800002,52.935722,2021,0.302060990263039
121.0041690747,14.516666182800002,55.42821,2021,0.3158916765447189
121.0125024081,14.516666182800002,65.387276,2021,0.3711540158236021
121.0166690748,14.516666182800002,75.47367,2021,0.4271228915523593
121.0208357415,14.516666182800002,66.18148,2021,0.3755610125143204
120.9791690745,14.512499516100004,65.79092,2021,0.3733938153867223
120.9833357412,14.512499516100004,65.56947,2021,0.3721650008539831
121.0083357414,14.512499516100004,67.52923,2021,0.3830396071699954
121.0125024081,14.512499516100004,90.183014,2021,0.5087442763988704
121.0166690748,14.512499516100004,67.057076,2021,0.3804196491799709
121.0041690747,14.508332849400002,68.71693,2021,0.3896300926996154
121.0083357414,14.508332849400002,81.23232,2021,0.45907734090417
121.0125024081,14.508332849400002,96.23416,2021,0.5423217708424314
121.0166690748,14.508332849400002,64.639275,2021,0.3670033971769394
121.000002408,14.504166182700002,66.71339,2021,0.3785125534405309
121.0041690747,14.504166182700002,84.363495,2021,0.4764520681317591
121.0083357414,14.504166182700002,69.88013,2021,0.3960846290034411
120.541669071,14.424999515400003,61.044376,2021,0.3470554895908949
121.041669075,13.758332843400002,69.19824,2021,0.392300856857451
121.0458357417,13.758332843400002,55.69776,2021,0.3173873954758539
121.041669075,13.754166176700004,55.951023,2021,0.3187927386910498
121.0541690751,13.683332842800002,76.32737,2021,0.4318600284527857
121.0583357418,13.683332842800002,57.00181,2021,0.3246235011042961
121.0541690751,13.679166176100004,110.21462,2021,0.6198986162810352
121.0583357418,13.679166176100004,70.54459,2021,0.3997716829859377
121.0541690751,13.674999509400005,85.41672,2021,0.482296358880209
121.0583357418,13.674999509400005,58.432457,2021,0.3325620869016306
123.3875024271,12.470832833100005,79.10761,2021,0.4472874356169437
123.3916690938,12.470832833100005,65.15728,2021,0.3698777799813267
124.4375024355,10.891666153800005,54.379196,2021,0.3100707524162617
123.9208357647,10.312499482500002,63.946327,2021,0.3631582647640581
123.9250024314,10.312499482500002,60.040497,2021,0.3414850172300384
123.9208357647,10.308332815800002,81.17437,2021,0.4587557793680569
124.0166690988,10.308332815800002,57.74076,2021,0.3287238962226868
123.9000024312,10.291666149000005,54.495144,2021,0.3107141418379914
124.6625024373,8.495832801300002,57.35899,2021,0.3266054743479348
122.0750024166,6.904166121900003,63.893913,2021,0.3628674222040266
